#This is the full journey report starting at time 0
#For every pair of vertices, the foremost and shortest journeys are displayed
#Each edge is in the form (originNode[traversalTime]destinationNode)

#This report is for the trace: null
#Uploaded to DTNTES by: null
#No link to the trace was provided

Shortest Journey: 18 [49] 8

Node 18 to node 9
Foremost Journey: 18 [49] 9
Shortest Journey: 18 [49] 9

Node 18 to node 10
Foremost Journey: 18 [49] 10
Shortest Journey: 18 [49] 10

Node 18 to node 11
Foremost Journey: 18 [49] 11
Shortest Journey: 18 [49] 11

Node 18 to node 12
Foremost Journey: 18 [49] 12
Shortest Journey: 18 [49] 12

Node 18 to node 13
Foremost Journey: 18 [49] 13
Shortest Journey: 18 [49] 13

Node 18 to node 14
Foremost Journey: 18 [49] 14
Shortest Journey: 18 [49] 14

Node 18 to node 15
Foremost Journey: 18 [49] 15
Shortest Journey: 18 [49] 15

Node 18 to node 16
Foremost Journey: 18 [49] 16
Shortest Journey: 18 [49] 16

Node 18 to node 17
Foremost Journey: 18 [49] 17
Shortest Journey: 18 [49] 17

Node 18 to node 19
Foremost Journey: 18 [49] 19
Shortest Journey: 18 [49] 19

Node 18 to node 20
Foremost Journey: 18 [49] 20
Shortest Journey: 18 [49] 20

Node 18 to node 21
Foremost Journey: 18 [49] 21
Shortest Journey: 18 [49] 21

Node 18 to node 22
Foremost Journey: 18 [49] 22
Shortest Journey: 18 [49] 22

Node 18 to node 23
Foremost Journey: 18 [49] 23
Shortest Journey: 18 [49] 23

Node 18 to node 24
Foremost Journey: 18 [49] 24
Shortest Journey: 18 [49] 24

Node 18 to node 25
Foremost Journey: 18 [49] 25
Shortest Journey: 18 [49] 25

Node 18 to node 26
Foremost Journey: 18 [49] 26
Shortest Journey: 18 [49] 26

Node 18 to node 27
Foremost Journey: 18 [49] 27
Shortest Journey: 18 [49] 27

Node 18 to node 28
Foremost Journey: 18 [49] 28
Shortest Journey: 18 [49] 28

Node 18 to node 29
Foremost Journey: 18 [49] 29
Shortest Journey: 18 [49] 29

Node 18 to node 30
Foremost Journey: 18 [49] 30
Shortest Journey: 18 [49] 30

Node 18 to node 31
Foremost Journey: 18 [49] 31
Shortest Journey: 18 [49] 31

Node 18 to node 32
Foremost Journey: 18 [49] 32
Shortest Journey: 18 [49] 32

Node 18 to node 33
Foremost Journey: 18 [49] 33
Shortest Journey: 18 [49] 33

Node 18 to node 34
Foremost Journey: 18 [49] 34
Shortest Journey: 18 [49] 34

Node 18 to node 35
Foremost Journey: 18 [49] 35
Shortest Journey: 18 [49] 35

Node 18 to node 36
Foremost Journey: 18 [49] 36
Shortest Journey: 18 [49] 36

Node 18 to node 37
Foremost Journey: 18 [49] 37
Shortest Journey: 18 [49] 37

Node 18 to node 38
Foremost Journey: 18 [49] 38
Shortest Journey: 18 [49] 38

Node 18 to node 39
Foremost Journey: 18 [49] 39
Shortest Journey: 18 [49] 39

Node 18 to node 40
Foremost Journey: 18 [49] 40
Shortest Journey: 18 [49] 40

Node 18 to node 41
Foremost Journey: 18 [49] 41
Shortest Journey: 18 [49] 41

Node 18 to node 42
Foremost Journey: 18 [49] 42
Shortest Journey: 18 [49] 42

Node 18 to node 43
Foremost Journey: 18 [49] 43
Shortest Journey: 18 [49] 43

Node 18 to node 44
Foremost Journey: 18 [49] 44
Shortest Journey: 18 [49] 44

Node 18 to node 45
Foremost Journey: 18 [49] 45
Shortest Journey: 18 [49] 45

Node 18 to node 46
Foremost Journey: 18 [49] 46
Shortest Journey: 18 [49] 46

Node 18 to node 47
Foremost Journey: 18 [49] 47
Shortest Journey: 18 [49] 47

Node 18 to node 48
Foremost Journey: 18 [49] 48
Shortest Journey: 18 [49] 48

Node 18 to node 49
Foremost Journey: 18 [49] 49
Shortest Journey: 18 [49] 49

Node 19 to node 0
Foremost Journey: 19 [49] 0
Shortest Journey: 19 [49] 0

Node 19 to node 1
Foremost Journey: 19 [49] 1
Shortest Journey: 19 [49] 1

Node 19 to node 2
Foremost Journey: 19 [49] 2
Shortest Journey: 19 [49] 2

Node 19 to node 3
Foremost Journey: 19 [49] 3
Shortest Journey: 19 [49] 3

Node 19 to node 4
Foremost Journey: 19 [49] 4
Shortest Journey: 19 [49] 4

Node 19 to node 5
Foremost Journey: 19 [49] 5
Shortest Journey: 19 [49] 5

Node 19 to node 6
Foremost Journey: 19 [49] 6
Shortest Journey: 19 [49] 6

Node 19 to node 7
Foremost Journey: 19 [49] 7
Shortest Journey: 19 [49] 7

Node 19 to node 8
Foremost Journey: 19 [49] 8
Shortest Journey: 19 [49] 8

Node 19 to node 9
Foremost Journey: 19 [49] 9
Shortest Journey: 19 [49] 9

Node 19 to node 10
Foremost Journey: 19 [49] 10
Shortest Journey: 19 [49] 10

Node 19 to node 11
Foremost Journey: 19 [49] 11
Shortest Journey: 19 [49] 11

Node 19 to node 12
Foremost Journey: 19 [49] 12
Shortest Journey: 19 [49] 12

Node 19 to node 13
Foremost Journey: 19 [49] 13
Shortest Journey: 19 [49] 13

Node 19 to node 14
Foremost Journey: 19 [49] 14
Shortest Journey: 19 [49] 14

Node 19 to node 15
Foremost Journey: 19 [49] 15
Shortest Journey: 19 [49] 15

Node 19 to node 16
Foremost Journey: 19 [49] 16
Shortest Journey: 19 [49] 16

Node 19 to node 17
Foremost Journey: 19 [49] 17
Shortest Journey: 19 [49] 17

Node 19 to node 18
Foremost Journey: 19 [49] 18
Shortest Journey: 19 [49] 18

Node 19 to node 20
Foremost Journey: 19 [49] 20
Shortest Journey: 19 [49] 20

Node 19 to node 21
Foremost Journey: 19 [49] 21
Shortest Journey: 19 [49] 21

Node 19 to node 22
Foremost Journey: 19 [49] 22
Shortest Journey: 19 [49] 22

Node 19 to node 23
Foremost Journey: 19 [49] 23
Shortest Journey: 19 [49] 23

Node 19 to node 24
Foremost Journey: 19 [49] 24
Shortest Journey: 19 [49] 24

Node 19 to node 25
Foremost Journey: 19 [49] 25
Shortest Journey: 19 [49] 25

Node 19 to node 26
Foremost Journey: 19 [49] 26
Shortest Journey: 19 [49] 26

Node 19 to node 27
Foremost Journey: 19 [49] 27
Shortest Journey: 19 [49] 27

Node 19 to node 28
Foremost Journey: 19 [49] 28
Shortest Journey: 19 [49] 28

Node 19 to node 29
Foremost Journey: 19 [49] 29
Shortest Journey: 19 [49] 29

Node 19 to node 30
Foremost Journey: 19 [49] 30
Shortest Journey: 19 [49] 30

Node 19 to node 31
Foremost Journey: 19 [49] 31
Shortest Journey: 19 [49] 31

Node 19 to node 32
Foremost Journey: 19 [49] 32
Shortest Journey: 19 [49] 32

Node 19 to node 33
Foremost Journey: 19 [49] 33
Shortest Journey: 19 [49] 33

Node 19 to node 34
Foremost Journey: 19 [49] 34
Shortest Journey: 19 [49] 34

Node 19 to node 35
Foremost Journey: 19 [49] 35
Shortest Journey: 19 [49] 35

Node 19 to node 36
Foremost Journey: 19 [49] 36
Shortest Journey: 19 [49] 36

Node 19 to node 37
Foremost Journey: 19 [49] 37
Shortest Journey: 19 [49] 37

Node 19 to node 38
Foremost Journey: 19 [49] 38
Shortest Journey: 19 [49] 38

Node 19 to node 39
Foremost Journey: 19 [49] 39
Shortest Journey: 19 [49] 39

Node 19 to node 40
Foremost Journey: 19 [49] 40
Shortest Journey: 19 [49] 40

Node 19 to node 41
Foremost Journey: 19 [49] 41
Shortest Journey: 19 [49] 41

Node 19 to node 42
Foremost Journey: 19 [49] 42
Shortest Journey: 19 [49] 42

Node 19 to node 43
Foremost Journey: 19 [49] 43
Shortest Journey: 19 [49] 43

Node 19 to node 44
Foremost Journey: 19 [49] 44
Shortest Journey: 19 [49] 44

Node 19 to node 45
Foremost Journey: 19 [49] 45
Shortest Journey: 19 [49] 45

Node 19 to node 46
Foremost Journey: 19 [49] 46
Shortest Journey: 19 [49] 46

Node 19 to node 47
Foremost Journey: 19 [49] 47
Shortest Journey: 19 [49] 47

Node 19 to node 48
Foremost Journey: 19 [49] 48
Shortest Journey: 19 [49] 48

Node 19 to node 49
Foremost Journey: 19 [49] 49
Shortest Journey: 19 [49] 49

Node 20 to node 0
Foremost Journey: 20 [49] 0
Shortest Journey: 20 [49] 0

Node 20 to node 1
Foremost Journey: 20 [49] 1
Shortest Journey: 20 [49] 1

Node 20 to node 2
Foremost Journey: 20 [49] 2
Shortest Journey: 20 [49] 2

Node 20 to node 3
Foremost Journey: 20 [49] 3
Shortest Journey: 20 [49] 3

Node 20 to node 4
Foremost Journey: 20 [49] 4
Shortest Journey: 20 [49] 4

Node 20 to node 5
Foremost Journey: 20 [49] 5
Shortest Journey: 20 [49] 5

Node 20 to node 6
Foremost Journey: 20 [49] 6
Shortest Journey: 20 [49] 6

Node 20 to node 7
Foremost Journey: 20 [49] 7
Shortest Journey: 20 [49] 7

Node 20 to node 8
Foremost Journey: 20 [49] 8
Shortest Journey: 20 [49] 8

Node 20 to node 9
Foremost Journey: 20 [49] 9
Shortest Journey: 20 [49] 9

Node 20 to node 10
Foremost Journey: 20 [49] 10
Shortest Journey: 20 [49] 10

Node 20 to node 11
Foremost Journey: 20 [49] 11
Shortest Journey: 20 [49] 11

Node 20 to node 12
Foremost Journey: 20 [49] 12
Shortest Journey: 20 [49] 12

Node 20 to node 13
Foremost Journey: 20 [49] 13
Shortest Journey: 20 [49] 13

Node 20 to node 14
Foremost Journey: 20 [49] 14
Shortest Journey: 20 [49] 14

Node 20 to node 15
Foremost Journey: 20 [49] 15
Shortest Journey: 20 [49] 15

Node 20 to node 16
Foremost Journey: 20 [49] 16
Shortest Journey: 20 [49] 16

Node 20 to node 17
Foremost Journey: 20 [49] 17
Shortest Journey: 20 [49] 17

Node 20 to node 18
Foremost Journey: 20 [49] 18
Shortest Journey: 20 [49] 18

Node 20 to node 19
Foremost Journey: 20 [49] 19
Shortest Journey: 20 [49] 19

Node 20 to node 21
Foremost Journey: 20 [49] 21
Shortest Journey: 20 [49] 21

Node 20 to node 22
Foremost Journey: 20 [49] 22
Shortest Journey: 20 [49] 22

Node 20 to node 23
Foremost Journey: 20 [49] 23
Shortest Journey: 20 [49] 23

Node 20 to node 24
Foremost Journey: 20 [49] 24
Shortest Journey: 20 [49] 24

Node 20 to node 25
Foremost Journey: 20 [49] 25
Shortest Journey: 20 [49] 25

Node 20 to node 26
Foremost Journey: 20 [49] 26
Shortest Journey: 20 [49] 26

Node 20 to node 27
Foremost Journey: 20 [49] 27
Shortest Journey: 20 [49] 27

Node 20 to node 28
Foremost Journey: 20 [49] 28
Shortest Journey: 20 [49] 28

Node 20 to node 29
Foremost Journey: 20 [49] 29
Shortest Journey: 20 [49] 29

Node 20 to node 30
Foremost Journey: 20 [49] 30
Shortest Journey: 20 [49] 30

Node 20 to node 31
Foremost Journey: 20 [49] 31
Shortest Journey: 20 [49] 31

Node 20 to node 32
Foremost Journey: 20 [49] 32
Shortest Journey: 20 [49] 32

Node 20 to node 33
Foremost Journey: 20 [49] 33
Shortest Journey: 20 [49] 33

Node 20 to node 34
Foremost Journey: 20 [49] 34
Shortest Journey: 20 [49] 34

Node 20 to node 35
Foremost Journey: 20 [49] 35
Shortest Journey: 20 [49] 35

Node 20 to node 36
Foremost Journey: 20 [49] 36
Shortest Journey: 20 [49] 36

Node 20 to node 37
Foremost Journey: 20 [49] 37
Shortest Journey: 20 [49] 37

Node 20 to node 38
Foremost Journey: 20 [49] 38
Shortest Journey: 20 [49] 38

Node 20 to node 39
Foremost Journey: 20 [49] 39
Shortest Journey: 20 [49] 39

Node 20 to node 40
Foremost Journey: 20 [49] 40
Shortest Journey: 20 [49] 40

Node 20 to node 41
Foremost Journey: 20 [49] 41
Shortest Journey: 20 [49] 41

Node 20 to node 42
Foremost Journey: 20 [49] 42
Shortest Journey: 20 [49] 42

Node 20 to node 43
Foremost Journey: 20 [49] 43
Shortest Journey: 20 [49] 43

Node 20 to node 44
Foremost Journey: 20 [49] 44
Shortest Journey: 20 [49] 44

Node 20 to node 45
Foremost Journey: 20 [49] 45
Shortest Journey: 20 [49] 45

Node 20 to node 46
Foremost Journey: 20 [49] 46
Shortest Journey: 20 [49] 46

Node 20 to node 47
Foremost Journey: 20 [49] 47
Shortest Journey: 20 [49] 47

Node 20 to node 48
Foremost Journey: 20 [49] 48
Shortest Journey: 20 [49] 48

Node 20 to node 49
Foremost Journey: 20 [49] 49
Shortest Journey: 20 [49] 49

Node 21 to node 0
Foremost Journey: 21 [49] 0
Shortest Journey: 21 [49] 0

Node 21 to node 1
Foremost Journey: 21 [49] 1
Shortest Journey: 21 [49] 1

Node 21 to node 2
Foremost Journey: 21 [49] 2
Shortest Journey: 21 [49] 2

Node 21 to node 3
Foremost Journey: 21 [49] 3
Shortest Journey: 21 [49] 3

Node 21 to node 4
Foremost Journey: 21 [49] 4
Shortest Journey: 21 [49] 4

Node 21 to node 5
Foremost Journey: 21 [49] 5
Shortest Journey: 21 [49] 5

Node 21 to node 6
Foremost Journey: 21 [49] 6
Shortest Journey: 21 [49] 6

Node 21 to node 7
Foremost Journey: 21 [49] 7
Shortest Journey: 21 [49] 7

Node 21 to node 8
Foremost Journey: 21 [49] 8
Shortest Journey: 21 [49] 8

Node 21 to node 9
Foremost Journey: 21 [49] 9
Shortest Journey: 21 [49] 9

Node 21 to node 10
Foremost Journey: 21 [49] 10
Shortest Journey: 21 [49] 10

Node 21 to node 11
Foremost Journey: 21 [49] 11
Shortest Journey: 21 [49] 11

Node 21 to node 12
Foremost Journey: 21 [49] 12
Shortest Journey: 21 [49] 12

Node 21 to node 13
Foremost Journey: 21 [49] 13
Shortest Journey: 21 [49] 13

Node 21 to node 14
Foremost Journey: 21 [49] 14
Shortest Journey: 21 [49] 14

Node 21 to node 15
Foremost Journey: 21 [49] 15
Shortest Journey: 21 [49] 15

Node 21 to node 16
Foremost Journey: 21 [49] 16
Shortest Journey: 21 [49] 16

Node 21 to node 17
Foremost Journey: 21 [49] 17
Shortest Journey: 21 [49] 17

Node 21 to node 18
Foremost Journey: 21 [49] 18
Shortest Journey: 21 [49] 18

Node 21 to node 19
Foremost Journey: 21 [49] 19
Shortest Journey: 21 [49] 19

Node 21 to node 20
Foremost Journey: 21 [49] 20
Shortest Journey: 21 [49] 20

Node 21 to node 22
Foremost Journey: 21 [49] 22
Shortest Journey: 21 [49] 22

Node 21 to node 23
Foremost Journey: 21 [49] 23
Shortest Journey: 21 [49] 23

Node 21 to node 24
Foremost Journey: 21 [49] 24
Shortest Journey: 21 [49] 24

Node 21 to node 25
Foremost Journey: 21 [49] 25
Shortest Journey: 21 [49] 25

Node 21 to node 26
Foremost Journey: 21 [49] 26
Shortest Journey: 21 [49] 26

Node 21 to node 27
Foremost Journey: 21 [49] 27
Shortest Journey: 21 [49] 27

Node 21 to node 28
Foremost Journey: 21 [49] 28
Shortest Journey: 21 [49] 28

Node 21 to node 29
Foremost Journey: 21 [49] 29
Shortest Journey: 21 [49] 29

Node 21 to node 30
Foremost Journey: 21 [49] 30
Shortest Journey: 21 [49] 30

Node 21 to node 31
Foremost Journey: 21 [49] 31
Shortest Journey: 21 [49] 31

Node 21 to node 32
Foremost Journey: 21 [49] 32
Shortest Journey: 21 [49] 32

Node 21 to node 33
Foremost Journey: 21 [49] 33
Shortest Journey: 21 [49] 33

Node 21 to node 34
Foremost Journey: 21 [49] 34
Shortest Journey: 21 [49] 34

Node 21 to node 35
Foremost Journey: 21 [49] 35
Shortest Journey: 21 [49] 35

Node 21 to node 36
Foremost Journey: 21 [49] 36
Shortest Journey: 21 [49] 36

Node 21 to node 37
Foremost Journey: 21 [49] 37
Shortest Journey: 21 [49] 37

Node 21 to node 38
Foremost Journey: 21 [49] 38
Shortest Journey: 21 [49] 38

Node 21 to node 39
Foremost Journey: 21 [49] 39
Shortest Journey: 21 [49] 39

Node 21 to node 40
Foremost Journey: 21 [49] 40
Shortest Journey: 21 [49] 40

Node 21 to node 41
Foremost Journey: 21 [49] 41
Shortest Journey: 21 [49] 41

Node 21 to node 42
Foremost Journey: 21 [49] 42
Shortest Journey: 21 [49] 42

Node 21 to node 43
Foremost Journey: 21 [49] 43
Shortest Journey: 21 [49] 43

Node 21 to node 44
Foremost Journey: 21 [49] 44
Shortest Journey: 21 [49] 44

Node 21 to node 45
Foremost Journey: 21 [49] 45
Shortest Journey: 21 [49] 45

Node 21 to node 46
Foremost Journey: 21 [49] 46
Shortest Journey: 21 [49] 46

Node 21 to node 47
Foremost Journey: 21 [49] 47
Shortest Journey: 21 [49] 47

Node 21 to node 48
Foremost Journey: 21 [49] 48
Shortest Journey: 21 [49] 48

Node 21 to node 49
Foremost Journey: 21 [49] 49
Shortest Journey: 21 [49] 49

Node 22 to node 0
Foremost Journey: 22 [49] 0
Shortest Journey: 22 [49] 0

Node 22 to node 1
Foremost Journey: 22 [49] 1
Shortest Journey: 22 [49] 1

Node 22 to node 2
Foremost Journey: 22 [49] 2
Shortest Journey: 22 [49] 2

Node 22 to node 3
Foremost Journey: 22 [49] 3
Shortest Journey: 22 [49] 3

Node 22 to node 4
Foremost Journey: 22 [49] 4
Shortest Journey: 22 [49] 4

Node 22 to node 5
Foremost Journey: 22 [49] 5
Shortest Journey: 22 [49] 5

Node 22 to node 6
Foremost Journey: 22 [49] 6
Shortest Journey: 22 [49] 6

Node 22 to node 7
Foremost Journey: 22 [49] 7
Shortest Journey: 22 [49] 7

Node 22 to node 8
Foremost Journey: 22 [49] 8
Shortest Journey: 22 [49] 8

Node 22 to node 9
Foremost Journey: 22 [49] 9
Shortest Journey: 22 [49] 9

Node 22 to node 10
Foremost Journey: 22 [49] 10
Shortest Journey: 22 [49] 10

Node 22 to node 11
Foremost Journey: 22 [49] 11
Shortest Journey: 22 [49] 11

Node 22 to node 12
Foremost Journey: 22 [49] 12
Shortest Journey: 22 [49] 12

Node 22 to node 13
Foremost Journey: 22 [49] 13
Shortest Journey: 22 [49] 13

Node 22 to node 14
Foremost Journey: 22 [49] 14
Shortest Journey: 22 [49] 14

Node 22 to node 15
Foremost Journey: 22 [49] 15
Shortest Journey: 22 [49] 15

Node 22 to node 16
Foremost Journey: 22 [49] 16
Shortest Journey: 22 [49] 16

Node 22 to node 17
Foremost Journey: 22 [49] 17
Shortest Journey: 22 [49] 17

Node 22 to node 18
Foremost Journey: 22 [49] 18
Shortest Journey: 22 [49] 18

Node 22 to node 19
Foremost Journey: 22 [49] 19
Shortest Journey: 22 [49] 19

Node 22 to node 20
Foremost Journey: 22 [49] 20
Shortest Journey: 22 [49] 20

Node 22 to node 21
Foremost Journey: 22 [49] 21
Shortest Journey: 22 [49] 21

Node 22 to node 23
Foremost Journey: 22 [49] 23
Shortest Journey: 22 [49] 23

Node 22 to node 24
Foremost Journey: 22 [49] 24
Shortest Journey: 22 [49] 24

Node 22 to node 25
Foremost Journey: 22 [49] 25
Shortest Journey: 22 [49] 25

Node 22 to node 26
Foremost Journey: 22 [49] 26
Shortest Journey: 22 [49] 26

Node 22 to node 27
Foremost Journey: 22 [49] 27
Shortest Journey: 22 [49] 27

Node 22 to node 28
Foremost Journey: 22 [49] 28
Shortest Journey: 22 [49] 28

Node 22 to node 29
Foremost Journey: 22 [49] 29
Shortest Journey: 22 [49] 29

Node 22 to node 30
Foremost Journey: 22 [49] 30
Shortest Journey: 22 [49] 30

Node 22 to node 31
Foremost Journey: 22 [49] 31
Shortest Journey: 22 [49] 31

Node 22 to node 32
Foremost Journey: 22 [49] 32
Shortest Journey: 22 [49] 32

Node 22 to node 33
Foremost Journey: 22 [49] 33
Shortest Journey: 22 [49] 33

Node 22 to node 34
Foremost Journey: 22 [49] 34
Shortest Journey: 22 [49] 34

Node 22 to node 35
Foremost Journey: 22 [49] 35
Shortest Journey: 22 [49] 35

Node 22 to node 36
Foremost Journey: 22 [49] 36
Shortest Journey: 22 [49] 36

Node 22 to node 37
Foremost Journey: 22 [49] 37
Shortest Journey: 22 [49] 37

Node 22 to node 38
Foremost Journey: 22 [49] 38
Shortest Journey: 22 [49] 38

Node 22 to node 39
Foremost Journey: 22 [49] 39
Shortest Journey: 22 [49] 39

Node 22 to node 40
Foremost Journey: 22 [49] 40
Shortest Journey: 22 [49] 40

Node 22 to node 41
Foremost Journey: 22 [49] 41
Shortest Journey: 22 [49] 41

Node 22 to node 42
Foremost Journey: 22 [49] 42
Shortest Journey: 22 [49] 42

Node 22 to node 43
Foremost Journey: 22 [49] 43
Shortest Journey: 22 [49] 43

Node 22 to node 44
Foremost Journey: 22 [49] 44
Shortest Journey: 22 [49] 44

Node 22 to node 45
Foremost Journey: 22 [49] 45
Shortest Journey: 22 [49] 45

Node 22 to node 46
Foremost Journey: 22 [49] 46
Shortest Journey: 22 [49] 46

Node 22 to node 47
Foremost Journey: 22 [49] 47
Shortest Journey: 22 [49] 47

Node 22 to node 48
Foremost Journey: 22 [49] 48
Shortest Journey: 22 [49] 48

Node 22 to node 49
Foremost Journey: 22 [49] 49
Shortest Journey: 22 [49] 49

Node 23 to node 0
Foremost Journey: 23 [49] 0
Shortest Journey: 23 [49] 0

Node 23 to node 1
Foremost Journey: 23 [49] 1
Shortest Journey: 23 [49] 1

Node 23 to node 2
Foremost Journey: 23 [49] 2
Shortest Journey: 23 [49] 2

Node 23 to node 3
Foremost Journey: 23 [49] 3
Shortest Journey: 23 [49] 3

Node 23 to node 4
Foremost Journey: 23 [49] 4
Shortest Journey: 23 [49] 4

Node 23 to node 5
Foremost Journey: 23 [49] 5
Shortest Journey: 23 [49] 5

Node 23 to node 6
Foremost Journey: 23 [49] 6
Shortest Journey: 23 [49] 6

Node 23 to node 7
Foremost Journey: 23 [49] 7
Shortest Journey: 23 [49] 7

Node 23 to node 8
